course_id,level_id,module_id,topic_id,topic_title,subtopic_count,risk_tags,status,note,source
typescript,entry,iq,type-system-basics-qa,Type System Basics Q&A,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,entry,iq,type-alias-interface-qa,Type Alias vs Interface Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,entry,iq,entry-coding-challenges-qa,Entry-Level Coding Challenges,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,interfaces-in-depth,Interfaces — In Depth,9,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,type-aliases-in-depth,Type Aliases — In Depth,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,generics-fundamentals,Generics — Fundamentals,10,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,union-intersection-advanced,Union & Intersection Types — Advanced,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,literal-types,Literal Types & const Assertions,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,type-narrowing,Type Narrowing — Guards & Patterns,9,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,classes-ts,Classes with TypeScript,10,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,enums-in-depth,Enums — In Depth,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,functions-advanced-types,Functions — Advanced Types,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,ts,utility-types-basics,Utility Types — Core Set,11,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,dsa,generic-stack-queue,Generic Stack & Queue,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,dsa,generic-linked-list,Generic Linked List,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,dsa,typed-searching-sorting,Typed Searching & Sorting,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,dsa,recursion-ts,Recursion with TypeScript,4,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,iq,generics-qa,Generics Q&A,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,iq,interface-type-qa,Interface vs Type Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,iq,narrowing-guards-qa,Narrowing & Type Guards Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,iq,classes-oop-qa,Classes & OOP Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,iq,utility-types-qa,Utility Types Q&A,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,junior,iq,junior-coding-challenges,Junior Coding Challenges,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,ts,mapped-types,Mapped Types,11,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,ts,conditional-types,Conditional Types,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,ts,infer-keyword,infer Keyword,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,ts,template-literal-types,Template Literal Types,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,ts,advanced-utility-types,Advanced Utility Types,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,ts,declaration-files,Declaration Files (.d.ts),8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,ts,module-system-ts,Module System in TypeScript,8,legacy,verified_with_legacy_note,Legacy topic is explicitly labeled to avoid confusion with modern defaults.,https://www.typescriptlang.org/docs/
typescript,mid,ts,tsconfig-in-depth,tsconfig.json — In Depth,11,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,ts,decorators-ts,Decorators,10,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,ts,symbols-unique,Symbol & unique symbol,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,dsa,generic-tree,Generic Binary Tree & BST,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,dsa,generic-hash-map,Generic Hash Map Implementation,4,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,dsa,typed-graph,Generic Graph Implementation,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,dsa,recursive-types-dsa,Recursive Types in DSA,4,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,iq,mapped-conditional-qa,Mapped & Conditional Types Q&A,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,iq,infer-template-qa,infer & Template Literal Types Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,iq,declaration-files-qa,Declaration Files Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,iq,tsconfig-qa,tsconfig & Build Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mid,iq,mid-coding-challenges,Mid-Level Coding Challenges,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,advanced-generics,"Advanced Generics — Constraints, Variance & Inference",9,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,recursive-types-advanced,Recursive Types — Advanced Patterns,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,variadic-tuple-types,Variadic Tuple Types,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,type-level-programming,Type-Level Programming,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,nominal-branded-types,Nominal Types & Branded Types,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,satisfies-operator,satisfies Operator,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,user-defined-type-guards,User-Defined Type Guards & Assertion Functions,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,performance-optimization-ts,TypeScript Performance & Optimization,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,typescript-compiler-api,TypeScript Compiler API — Basics,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,ts,advanced-patterns,Advanced TypeScript Patterns,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,dsa,typed-trie,Type-Safe Trie,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,dsa,typed-priority-queue,Generic Priority Queue (Heap),6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,dsa,typed-graph-algorithms,Type-Safe Graph Algorithms,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,dsa,dp-typed,Dynamic Programming with TypeScript,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,iq,advanced-generics-qa,Advanced Generics & Variance Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,iq,recursive-complex-types-qa,Recursive & Complex Types Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,iq,branded-nominal-qa,Branded & Nominal Types Q&A,4,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,iq,compiler-performance-qa,Compiler & Performance Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,senior,iq,senior-coding-challenges,Senior Coding Challenges,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,ts-with-react,TypeScript with React,15,forwardref,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,ts-with-nodejs,TypeScript with Node.js,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,ts-with-express,TypeScript with Express,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,ts-with-databases,TypeScript with Databases & ORMs,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,runtime-validation,"Runtime Validation — Zod, Valibot & io-ts",8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,ts-with-testing,TypeScript with Testing,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,strict-lint-ts,Strict Mode & TypeScript ESLint,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,build-tools-ts,Build Tools & Bundlers with TypeScript,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,error-handling-patterns,Error Handling Patterns in TypeScript,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,ts,monorepo-ts,Monorepo & Large-Scale TypeScript,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,dsa,typed-api-client,Type-Safe API Client,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,dsa,repository-pattern-typed,Repository Pattern with TypeScript,4,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,dsa,typed-event-system,Fully Typed Event System,4,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,iq,react-ts-qa,TypeScript with React Q&A,7,forwardref,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,iq,node-express-ts-qa,TypeScript with Node.js & Express Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,iq,runtime-validation-qa,Runtime Validation Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,iq,build-tooling-ts-qa,Build & Tooling Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,professional,iq,architecture-ts-qa,Architecture & Real-World Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,type-level-mastery,Type-Level Programming Mastery,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,advanced-design-patterns,Advanced Design Patterns with TypeScript,9,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,typescript-ecosystem-mastery,TypeScript Ecosystem Mastery,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,writing-ts-libraries,Writing TypeScript Libraries,8,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,typescript-compiler-plugins,TypeScript Compiler Plugins & Transformers,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,typescript-rfcs-proposals,"TypeScript RFCs, Proposals & Roadmap",6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,type-safe-dsl,Building Type-Safe DSLs,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,micro-frontend-types,TypeScript in Micro-Frontends,4,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,ci-cd-ts,TypeScript in CI/CD,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,ts,functional-ts,Functional Programming in TypeScript,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,dsa,advanced-typed-algorithms,Complex Algorithms with TypeScript,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,dsa,fp-dsa,Functional Data Structures in TypeScript,4,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,dsa,system-design-ts,System Design with TypeScript,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,iq,principal-ts-qa,Principal / Staff Engineer TS Q&A,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,iq,system-design-ts-qa,System Design with TypeScript Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,iq,oss-library-ts-qa,TypeScript OSS & Library Architecture Q&A,5,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,iq,type-theory-qa,Type System Theory Q&A,6,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
typescript,mastery,iq,expert-coding-challenges,Expert Coding Challenges,7,,verified,Topic is aligned with official reference documentation.,https://www.typescriptlang.org/docs/
nodejs,entry,nodejs,what-is-nodejs,What is Node.js?,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,nodejs,installation-setup,Installation & Setup,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,nodejs,commonjs-modules,CommonJS Modules (CJS),8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,nodejs,nodejs-globals,Node.js Globals,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,nodejs,path-module,path Module,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,nodejs,fs-sync,File System — Synchronous Operations,10,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,nodejs,os-module,os Module,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,nodejs,npm-basics,npm & package.json Basics,10,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,dsa,node-arrays-strings,Arrays & Strings in Node.js context,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,dsa,basic-file-ops-dsa,File & Path Problem Patterns,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,dsa,big-o-node,Algorithm Complexity in Node.js,4,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,iq,nodejs-fundamentals-qa,Node.js Fundamentals Q&A,7,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,iq,modules-qa,Modules Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,iq,npm-qa,npm & package.json Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,entry,iq,entry-coding-node,Entry-Level Coding Exercises,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,es-modules-nodejs,ES Modules in Node.js,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,process-object,process Object,11,nexttick,verified_with_version_note,Version-sensitive topic; wording checked against official docs.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,event-emitter,EventEmitter,10,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,buffer,Buffer,11,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,streams,Streams,11,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,fs-async,File System — Asynchronous Operations,14,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,http-module,http Module,10,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,url-querystring,URL & querystring,7,legacy,verified_with_legacy_note,Legacy topic is explicitly labeled to avoid confusion with modern defaults.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,child-process,child_process Module,9,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,timers-node,Timers in Node.js,9,nexttick,verified_with_version_note,Version-sensitive topic; wording checked against official docs.,https://nodejs.org/docs/latest/api/
nodejs,junior,nodejs,crypto-basics,crypto Module — Basics,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,dsa,event-driven-patterns,Event-Driven Data Patterns,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,dsa,stream-algorithms,Stream-Based Algorithms,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,dsa,buffer-manipulation,Buffer Manipulation Patterns,4,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,iq,modules-esm-qa,Modules & ESM Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,iq,streams-buffer-qa,Streams & Buffer Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,iq,http-server-qa,HTTP Server Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,junior,iq,events-async-qa,Events & Async Q&A,5,nexttick,verified_with_version_note,Version-sensitive topic; wording checked against official docs.,https://nodejs.org/docs/latest/api/
nodejs,junior,iq,junior-coding-node,Junior Coding Exercises,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,event-loop-deep,Event Loop — Deep Dive,11,nexttick,updated_wording,Wording aligned with Node.js event loop phase documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,async-patterns,"Async Patterns — Callbacks, Promises, async/await",11,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,error-handling-node,Error Handling in Node.js,9,legacy,verified_with_legacy_note,Legacy topic is explicitly labeled to avoid confusion with modern defaults.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,cluster-module,Cluster Module & Multi-Process Scaling,9,cluster,updated_wording,Topic now includes cluster vs worker_threads vs horizontal scaling guidance.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,worker-threads,Worker Threads,10,cluster,verified_with_version_note,Version-sensitive topic; wording checked against official docs.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,net-tls-module,net & tls Modules,9,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,crypto-advanced,crypto Module — Advanced,9,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,http2-module,HTTP/2,7,server-push,updated_wording,Server Push marked as limited real-world usage for modern deployments.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,compression-zlib,Compression — zlib,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,readline-module,readline Module,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,nodejs,vm-module,vm Module,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,dsa,async-queue,Async Queue & Concurrency Control,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,dsa,concurrent-patterns-dsa,Concurrent Processing Patterns,4,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,dsa,tcp-server-patterns,TCP Server Data Patterns,3,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,iq,event-loop-qa,Event Loop Q&A,6,nexttick,verified_with_version_note,Version-sensitive topic; wording checked against official docs.,https://nodejs.org/docs/latest/api/
nodejs,mid,iq,async-patterns-qa,Async Patterns Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,iq,cluster-workers-qa,Cluster & Worker Threads Q&A,5,cluster,verified_with_version_note,Version-sensitive topic; wording checked against official docs.,https://nodejs.org/docs/latest/api/
nodejs,mid,iq,error-handling-mid-qa,Error Handling Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mid,iq,mid-coding-node,Mid-Level Coding Exercises,5,nexttick,verified_with_version_note,Version-sensitive topic; wording checked against official docs.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,express-deep,Express.js — Deep Dive,11,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,security-node,Security in Node.js,12,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,authentication,Authentication & Authorization,12,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,databases-node,Databases with Node.js,11,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,rest-api-design,REST API Design,10,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,graphql-node,GraphQL with Node.js,9,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,websockets-node,WebSockets,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,message-queues,Message Queues,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,caching-node,Caching Strategies,7,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,logging-node,Logging,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,scheduling-node,Task Scheduling,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,file-uploads,File Uploads & Processing,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,nodejs,email-node,Email,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,dsa,graph-algorithms-node,Graph Algorithms for Backend,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,dsa,caching-dsa,Caching Data Structures,4,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,dsa,rate-limit-dsa,Rate Limiting Algorithms,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,iq,express-security-qa,Express & Security Q&A,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,iq,auth-qa,Authentication & Authorization Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,iq,databases-node-qa,Databases Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,iq,realtime-messaging-qa,Real-Time & Messaging Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,senior,iq,senior-coding-node,Senior Coding Exercises,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,nestjs-framework,NestJS Framework,12,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,fastify-framework,Fastify Framework,9,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,grpc-node,gRPC with Node.js,9,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,microservices-node,Microservices Architecture,9,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,docker-node,Docker & Node.js,7,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,kubernetes-node,Kubernetes & Node.js,7,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,cicd-node,CI/CD for Node.js,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,testing-node,Testing Node.js,9,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,performance-profiling,Performance Profiling,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,memory-management,Memory Management,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,observability-node,APM & Observability,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,serverless-node,Serverless Node.js,6,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,nodejs,config-management,Environment & Config Management,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,dsa,system-design-dsa,System Design Algorithms,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,dsa,advanced-ds-production,Advanced Data Structures for Production,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,iq,framework-architecture-qa,Framework & Architecture Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,iq,testing-prod-qa,Testing & Production Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,iq,docker-k8s-qa,Docker & Kubernetes Q&A,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,professional,iq,system-design-exercises,System Design Exercises,5,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mastery,nodejs,v8-internals,V8 JavaScript Engine Internals,10,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mastery,nodejs,libuv-internals,libuv Internals,7,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mastery,nodejs,v8-optimization-tips,V8 Optimization Tips,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mastery,nodejs,native-addons,Native Addons with N-API,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
nodejs,mastery,nodejs,custom-streams,Custom Stream Implementation,8,,verified,Topic is aligned with official reference documentation.,https://nodejs.org/docs/latest/api/
